complaint_id,head,relation,tail
JZ2021020500114,event:空白,触发风险,risk:影响日常生活
JZ2021020500114,risk:影响日常生活,导致,outcome:影响环境
JZ2021020300328,complaint:JZ2021020300328,包含实体,entity:卡口
JZ2021020300328,complaint:JZ2021020300328,包含事件,event:空白
JZ2021020300328,complaint:JZ2021020300328,包含风险,risk:影响出行
JZ2021020300328,complaint:JZ2021020300328,包含后果,outcome:影响环境
JZ2021020300328,event:空白,触发风险,risk:影响出行
JZ2021020300328,risk:影响出行,导致,outcome:影响环境
JZ2021020100562,complaint:JZ2021020100562,包含隐患,hidden:随意摆放
JZ2021020100562,complaint:JZ2021020100562,包含事件,event:空白
JZ2021020100562,complaint:JZ2021020100562,包含风险,risk:影响出行
JZ2021020100562,complaint:JZ2021020100562,包含后果,outcome:影响出行
JZ2021020100562,hidden:随意摆放,导致,risk:影响出行
JZ2021020100562,event:空白,触发风险,risk:影响出行
JZ2021020100562,risk:影响出行,导致,outcome:影响出行
JZ2021020200416,complaint:JZ2021020200416,包含实体,entity:房屋
JZ2021020200416,complaint:JZ2021020200416,包含隐患,hidden:漏雨
JZ2021020200416,complaint:JZ2021020200416,包含事件,event:空白
JZ2021020200416,complaint:JZ2021020200416,包含风险,risk:影响日常生活
JZ2021020200416,complaint:JZ2021020200416,包含后果,outcome:影响环境
JZ2021020200416,entity:房屋,易感于,hidden:漏雨
JZ2021020200416,hidden:漏雨,导致,risk:影响日常生活
JZ2021020200416,event:空白,触发风险,risk:影响日常生活
JZ2021020200416,risk:影响日常生活,导致,outcome:影响环境
JZ2021020700125,complaint:JZ2021020700125,包含实体,entity:卡口
JZ2021020700125,complaint:JZ2021020700125,包含事件,event:空白
JZ2021020700125,complaint:JZ2021020700125,包含风险,risk:影响出行
JZ2021020700125,event:空白,触发风险,risk:影响出行
JZ2021020300722,complaint:JZ2021020300722,包含实体,entity:有线电视
JZ2021020300722,complaint:JZ2021020300722,包含隐患,hidden:没有电视台
JZ2021020300722,complaint:JZ2021020300722,包含事件,event:空白
JZ2021020300722,complaint:JZ2021020300722,包含风险,risk:影响日常生活
JZ2021020300722,entity:有线电视,易感于,hidden:没有电视台
JZ2021020300722,hidden:没有电视台,导致,risk:影响日常生活
JZ2021020300722,event:空白,触发风险,risk:影响日常生活
JZ2021020200412,complaint:JZ2021020200412,包含实体,entity:看守所
JZ2021020200412,complaint:JZ2021020200412,包含事件,event:空白
JZ2021020200412,complaint:JZ2021020200412,包含风险,risk:影响日常生活
JZ2021020200412,complaint:JZ2021020200412,包含后果,outcome:影响出行
JZ2021020200412,event:空白,触发风险,risk:影响日常生活
JZ2021020200412,risk:影响日常生活,导致,outcome:影响出行
JZ2021020300181,complaint:JZ2021020300181,包含实体,entity:厨余垃圾
JZ2021020300181,complaint:JZ2021020300181,包含隐患,hidden:没有人清理
JZ2021020300181,complaint:JZ2021020300181,包含事件,event:空白
JZ2021020300181,complaint:JZ2021020300181,包含风险,risk:影响日常生活
JZ2021020300181,entity:厨余垃圾,易感于,hidden:没有人清理
JZ2021020300181,hidden:没有人清理,导致,risk:影响日常生活
JZ2021020300181,event:空白,触发风险,risk:影响日常生活
网络-210202-026584,complaint:网络-210202-026584,包含实体,entity:共享单车
网络-210202-026584,complaint:网络-210202-026584,包含隐患,hidden:乱停乱放
网络-210202-026584,complaint:网络-210202-026584,包含事件,event:空白
网络-210202-026584,complaint:网络-210202-026584,包含风险,risk:影响出行
网络-210202-026584,complaint:网络-210202-026584,包含后果,outcome:影响环境
网络-210202-026584,entity:共享单车,易感于,hidden:乱停乱放
网络-210202-026584,hidden:乱停乱放,导致,risk:影响出行
网络-210202-026584,event:空白,触发风险,risk:影响出行
网络-210202-026584,risk:影响出行,导致,outcome:影响环境
JZ2021020200162,complaint:JZ2021020200162,包含实体,entity:水
JZ2021020200162,complaint:JZ2021020200162,包含隐患,hidden:有沙子
JZ2021020200162,complaint:JZ2021020200162,包含事件,event:空白
JZ2021020200162,complaint:JZ2021020200162,包含风险,risk:影响日常生活
JZ2021020200162,complaint:JZ2021020200162,包含后果,outcome:影响生活
JZ2021020200162,entity:水,易感于,hidden:有沙子
JZ2021020200162,hidden:有沙子,导致,risk:影响日常生活
JZ2021020200162,event:空白,触发风险,risk:影响日常生活
JZ2021020200162,risk:影响日常生活,导致,outcome:影响生活
JZ2021021000592,complaint:JZ2021021000592,包含实体,entity:停车位
JZ2021021000592,complaint:JZ2021021000592,包含隐患,hidden:私占
JZ2021021000592,complaint:JZ2021021000592,包含事件,event:空白
JZ2021021000592,complaint:JZ2021021000592,包含风险,risk:影响日常生活
JZ2021021000592,entity:停车位,易感于,hidden:私占
JZ2021021000592,hidden:私占,导致,risk:影响日常生活
JZ2021021000592,event:空白,触发风险,risk:影响日常生活
JZ2021020200230,complaint:JZ2021020200230,包含实体,entity:卡口
JZ2021020200230,complaint:JZ2021020200230,包含事件,event:空白
JZ2021020200230,complaint:JZ2021020200230,包含风险,risk:影响出行
JZ2021020200230,event:空白,触发风险,risk:影响出行
JZ2021020400005,complaint:JZ2021020400005,包含实体,entity:房
JZ2021020400005,complaint:JZ2021020400005,包含隐患,hidden:占地
JZ2021020400005,complaint:JZ2021020400005,包含事件,event:空白
JZ2021020400005,complaint:JZ2021020400005,包含风险,risk:火灾风险
JZ2021020400005,complaint:JZ2021020400005,包含后果,outcome:影响生活
JZ2021020400005,entity:房,易感于,hidden:占地
JZ2021020400005,hidden:占地,导致,risk:火灾风险
JZ2021020400005,event:空白,触发风险,risk:火灾风险
JZ2021020400005,risk:火灾风险,导致,outcome:影响生活
JZ2021020600431,complaint:JZ2021020600431,包含实体,entity:噪音
JZ2021020600431,complaint:JZ2021020600431,包含隐患,hidden:扰民
JZ2021020600431,complaint:JZ2021020600431,包含事件,event:空白
JZ2021020600431,complaint:JZ2021020600431,包含风险,risk:影响日常生活
JZ2021020600431,entity:噪音,易感于,hidden:扰民
JZ2021020600431,hidden:扰民,导致,risk:影响日常生活
JZ2021020600431,event:空白,触发风险,risk:影响日常生活
JZ2021020700353,complaint:JZ2021020700353,包含实体,entity:村
JZ2021020700353,complaint:JZ2021020700353,包含隐患,hidden:违建
JZ2021020700353,complaint:JZ2021020700353,包含事件,event:空白
JZ2021020700353,complaint:JZ2021020700353,包含风险,risk:易发生冲突
JZ2021020700353,entity:村,易感于,hidden:违建
JZ2021020700353,hidden:违建,导致,risk:易发生冲突
JZ2021020700353,event:空白,触发风险,risk:易发生冲突
JZ2021020800294,complaint:JZ2021020800294,包含实体,entity:停车位
JZ2021020800294,complaint:JZ2021020800294,包含隐患,hidden:不开放
JZ2021020800294,complaint:JZ2021020800294,包含事件,event:空白
JZ2021020800294,complaint:JZ2021020800294,包含风险,risk:影响日常生活
JZ2021020800294,entity:停车位,易感于,hidden:不开放
JZ2021020800294,hidden:不开放,导致,risk:影响日常生活
JZ2021020800294,event:空白,触发风险,risk:影响日常生活
JZ2021020500157,complaint:JZ2021020500157,包含实体,entity:灯
JZ2021020500157,complaint:JZ2021020500157,包含隐患,hidden:不亮
JZ2021020500157,complaint:JZ2021020500157,包含事件,event:空白
JZ2021020500157,complaint:JZ2021020500157,包含风险,risk:影响日常生活
JZ2021020500157,complaint:JZ2021020500157,包含后果,outcome:出行不便T
JZ2021020500157,entity:灯,易感于,hidden:不亮
JZ2021020500157,hidden:不亮,导致,risk:影响日常生活
JZ2021020500157,event:空白,触发风险,risk:影响日常生活
JZ2021020500157,risk:影响日常生活,导致,outcome:出行不便T
JZ2021020800616,complaint:JZ2021020800616,包含实体,entity:路灯
JZ2021020800616,complaint:JZ2021020800616,包含隐患,hidden:不亮
JZ2021020800616,complaint:JZ2021020800616,包含事件,event:空白
JZ2021020800616,complaint:JZ2021020800616,包含风险,risk:影响出行
JZ2021020800616,entity:路灯,易感于,hidden:不亮
JZ2021020800616,hidden:不亮,导致,risk:影响出行
JZ2021020800616,event:空白,触发风险,risk:影响出行
JZ2021021500180,complaint:JZ2021021500180,包含实体,entity:楼
JZ2021021500180,complaint:JZ2021021500180,包含隐患,hidden:漏雨
JZ2021021500180,complaint:JZ2021021500180,包含事件,event:空白
JZ2021021500180,complaint:JZ2021021500180,包含风险,risk:影响日常生活
JZ2021021500180,entity:楼,易感于,hidden:漏雨
JZ2021021500180,hidden:漏雨,导致,risk:影响日常生活
JZ2021021500180,event:空白,触发风险,risk:影响日常生活
JZ2021021600206,complaint:JZ2021021600206,包含实体,entity:自来水
JZ2021021600206,complaint:JZ2021021600206,包含隐患,hidden:水质不好
JZ2021021600206,complaint:JZ2021021600206,包含事件,event:空白
JZ2021021600206,complaint:JZ2021021600206,包含风险,risk:影响日常生活
JZ2021021600206,entity:自来水,易感于,hidden:水质不好
JZ2021021600206,hidden:水质不好,导致,risk:影响日常生活
JZ2021021600206,event:空白,触发风险,risk:影响日常生活
JZ2021021300258,complaint:JZ2021021300258,包含实体,entity:邻居
JZ2021021300258,complaint:JZ2021021300258,包含隐患,hidden:扰民
JZ2021021300258,complaint:JZ2021021300258,包含事件,event:空白
JZ2021021300258,complaint:JZ2021021300258,包含风险,risk:影响日常生活
JZ2021021300258,entity:邻居,易感于,hidden:扰民
JZ2021021300258,hidden:扰民,导致,risk:影响日常生活
JZ2021021300258,event:空白,触发风险,risk:影响日常生活
JZ2021020900636,complaint:JZ2021020900636,包含实体,entity:充电桩
JZ2021020900636,complaint:JZ2021020900636,包含隐患,hidden:没有
JZ2021020900636,complaint:JZ2021020900636,包含事件,event:空白
JZ2021020900636,complaint:JZ2021020900636,包含风险,risk:影响出行
JZ2021020900636,entity:充电桩,易感于,hidden:没有
JZ2021020900636,hidden:没有,导致,risk:影响出行
JZ2021020900636,event:空白,触发风险,risk:影响出行
JZ2021021000062,complaint:JZ2021021000062,包含实体,entity:墙皮
JZ2021021000062,complaint:JZ2021021000062,包含事件,event:空白
JZ2021021000062,complaint:JZ2021021000062,包含风险,risk:影响日常生活
JZ2021021000062,event:空白,触发风险,risk:影响日常生活
JZ2021021400245,complaint:JZ2021021400245,包含实体,entity:房屋
JZ2021021400245,complaint:JZ2021021400245,包含隐患,hidden:滴漏
JZ2021021400245,complaint:JZ2021021400245,包含事件,event:空白
JZ2021021400245,complaint:JZ2021021400245,包含风险,risk:影响日常生活
JZ2021021400245,entity:房屋,易感于,hidden:滴漏
JZ2021021400245,hidden:滴漏,导致,risk:影响日常生活
JZ2021021400245,event:空白,触发风险,risk:影响日常生活
JZ2021021600326,complaint:JZ2021021600326,包含实体,entity:百叶窗
JZ2021021600326,complaint:JZ2021021600326,包含隐患,hidden:损坏
JZ2021021600326,complaint:JZ2021021600326,包含事件,event:空白
JZ2021021600326,complaint:JZ2021021600326,包含风险,risk:人身安全风险
JZ2021021600326,entity:百叶窗,易感于,hidden:损坏
JZ2021021600326,hidden:损坏,导致,risk:人身安全风险
JZ2021021600326,event:空白,触发风险,risk:人身安全风险
JZ2021021500049,complaint:JZ2021021500049,包含实体,entity:房屋
JZ2021021500049,complaint:JZ2021021500049,包含隐患,hidden:漏雨
JZ2021021500049,complaint:JZ2021021500049,包含事件,event:空白
JZ2021021500049,complaint:JZ2021021500049,包含风险,risk:影响日常生活
JZ2021021500049,entity:房屋,易感于,hidden:漏雨
JZ2021021500049,hidden:漏雨,导致,risk:影响日常生活
JZ2021021500049,event:空白,触发风险,risk:影响日常生活
JZ2021021000480,complaint:JZ2021021000480,包含实体,entity:沙发
JZ2021021000480,complaint:JZ2021021000480,包含隐患,hidden:无人清理
JZ2021021000480,complaint:JZ2021021000480,包含事件,event:空白
JZ2021021000480,complaint:JZ2021021000480,包含风险,risk:影响出行
JZ2021021000480,entity:沙发,易感于,hidden:无人清理
JZ2021021000480,hidden:无人清理,导致,risk:影响出行
JZ2021021000480,event:空白,触发风险,risk:影响出行
JZ2021020900304,complaint:JZ2021020900304,包含实体,entity:垃圾
JZ2021020900304,complaint:JZ2021020900304,包含事件,event:空白
JZ2021020900304,complaint:JZ2021020900304,包含风险,risk:影响日常生活
JZ2021020900304,event:空白,触发风险,risk:影响日常生活
JZ2021020300396,complaint:JZ2021020300396,包含实体,entity:施工
JZ2021020300396,complaint:JZ2021020300396,包含隐患,hidden:扰民
JZ2021020300396,complaint:JZ2021020300396,包含事件,event:空白
JZ2021020300396,complaint:JZ2021020300396,包含风险,risk:影响日常生活
JZ2021020300396,entity:施工,易感于,hidden:扰民
JZ2021020300396,hidden:扰民,导致,risk:影响日常生活
JZ2021020300396,event:空白,触发风险,risk:影响日常生活
JZ2021021400158,complaint:JZ2021021400158,包含实体,entity:树枝
JZ2021021400158,complaint:JZ2021021400158,包含隐患,hidden:没有人清理
JZ2021021400158,complaint:JZ2021021400158,包含事件,event:空白
JZ2021021400158,complaint:JZ2021021400158,包含风险,risk:影响日常生活
JZ2021021400158,entity:树枝,易感于,hidden:没有人清理
JZ2021021400158,hidden:没有人清理,导致,risk:影响日常生活
JZ2021021400158,event:空白,触发风险,risk:影响日常生活
JZ2021021600210,complaint:JZ2021021600210,包含实体,entity:树枝
JZ2021021600210,complaint:JZ2021021600210,包含隐患,hidden:无人清理
JZ2021021600210,complaint:JZ2021021600210,包含事件,event:空白
JZ2021021600210,complaint:JZ2021021600210,包含风险,risk:影响日常生活
JZ2021021600210,entity:树枝,易感于,hidden:无人清理
JZ2021021600210,hidden:无人清理,导致,risk:影响日常生活
JZ2021021600210,event:空白,触发风险,risk:影响日常生活
JZ2021021300143,complaint:JZ2021021300143,包含实体,entity:树枝
JZ2021021300143,complaint:JZ2021021300143,包含事件,event:空白
JZ2021021300143,complaint:JZ2021021300143,包含风险,risk:影响日常生活
JZ2021021300143,event:空白,触发风险,risk:影响日常生活
JZ2021021700021,complaint:JZ2021021700021,包含实体,entity:树枝
JZ2021021700021,complaint:JZ2021021700021,包含隐患,hidden:无人清理
JZ2021021700021,complaint:JZ2021021700021,包含事件,event:空白
JZ2021021700021,complaint:JZ2021021700021,包含风险,risk:影响日常生活
JZ2021021700021,entity:树枝,易感于,hidden:无人清理
JZ2021021700021,hidden:无人清理,导致,risk:影响日常生活
JZ2021021700021,event:空白,触发风险,risk:影响日常生活
JZ2021021500066,complaint:JZ2021021500066,包含实体,entity:树枝
JZ2021021500066,complaint:JZ2021021500066,包含事件,event:空白
JZ2021021500066,complaint:JZ2021021500066,包含风险,risk:影响出行
JZ2021021500066,event:空白,触发风险,risk:影响出行
JZ2021021100271,complaint:JZ2021021100271,包含实体,entity:道路
JZ2021021100271,complaint:JZ2021021100271,包含隐患,hidden:有树杈
JZ2021021100271,complaint:JZ2021021100271,包含事件,event:空白
JZ2021021100271,complaint:JZ2021021100271,包含风险,risk:影响日常生活
JZ2021021100271,entity:道路,易感于,hidden:有树杈
JZ2021021100271,hidden:有树杈,导致,risk:影响日常生活
JZ2021021100271,event:空白,触发风险,risk:影响日常生活
JZ2021021300074,complaint:JZ2021021300074,包含实体,entity:红砖房
JZ2021021300074,complaint:JZ2021021300074,包含隐患,hidden:违法建筑
JZ2021021300074,complaint:JZ2021021300074,包含事件,event:空白
JZ2021021300074,complaint:JZ2021021300074,包含风险,risk:易发生冲突
JZ2021021300074,entity:红砖房,易感于,hidden:违法建筑
JZ2021021300074,hidden:违法建筑,导致,risk:易发生冲突
JZ2021021300074,event:空白,触发风险,risk:易发生冲突
JZ2021022300543,complaint:JZ2021022300543,包含实体,entity:道路
JZ2021022300543,complaint:JZ2021022300543,包含隐患,hidden:破损
JZ2021022300543,complaint:JZ2021022300543,包含事件,event:空白
JZ2021022300543,complaint:JZ2021022300543,包含风险,risk:影响出行
JZ2021022300543,entity:道路,易感于,hidden:破损
JZ2021022300543,hidden:破损,导致,risk:影响出行
JZ2021022300543,event:空白,触发风险,risk:影响出行
JZ2021022700402,complaint:JZ2021022700402,包含实体,entity:杂物
JZ2021022700402,complaint:JZ2021022700402,包含隐患,hidden:无人清理
JZ2021022700402,complaint:JZ2021022700402,包含事件,event:空白
JZ2021022700402,complaint:JZ2021022700402,包含风险,risk:火灾风险
JZ2021022700402,complaint:JZ2021022700402,包含后果,outcome:影响小区环境
JZ2021022700402,entity:杂物,易感于,hidden:无人清理
JZ2021022700402,hidden:无人清理,导致,risk:火灾风险
JZ2021022700402,event:空白,触发风险,risk:火灾风险
JZ2021022700402,risk:火灾风险,导致,outcome:影响小区环境
热线-210228-021512,complaint:热线-210228-021512,包含实体,entity:房
热线-210228-021512,complaint:热线-210228-021512,包含事件,event:空白
热线-210228-021512,complaint:热线-210228-021512,包含风险,risk:易发生冲突
热线-210228-021512,event:空白,触发风险,risk:易发生冲突
JZ2021031100818,complaint:JZ2021031100818,包含实体,entity:鱼池
JZ2021031100818,complaint:JZ2021031100818,包含隐患,hidden:违建
JZ2021031100818,complaint:JZ2021031100818,包含事件,event:空白
JZ2021031100818,complaint:JZ2021031100818,包含风险,risk:易发生冲突
JZ2021031100818,entity:鱼池,易感于,hidden:违建
JZ2021031100818,hidden:违建,导致,risk:易发生冲突
JZ2021031100818,event:空白,触发风险,risk:易发生冲突
JZ2021031400516,complaint:JZ2021031400516,包含实体,entity:道路
JZ2021031400516,complaint:JZ2021031400516,包含隐患,hidden:遗撒
JZ2021031400516,complaint:JZ2021031400516,包含事件,event:空白
JZ2021031400516,complaint:JZ2021031400516,包含风险,risk:影响出行
JZ2021031400516,entity:道路,易感于,hidden:遗撒
JZ2021031400516,hidden:遗撒,导致,risk:影响出行
JZ2021031400516,event:空白,触发风险,risk:影响出行
JZ2021022400019,complaint:JZ2021022400019,包含实体,entity:街头
JZ2021022400019,complaint:JZ2021022400019,包含事件,event:空白
JZ2021022400019,complaint:JZ2021022400019,包含风险,risk:影响日常生活
JZ2021022400019,complaint:JZ2021022400019,包含后果,outcome:影响行车出行
JZ2021022400019,event:空白,触发风险,risk:影响日常生活
JZ2021022400019,risk:影响日常生活,导致,outcome:影响行车出行
JZ2021031400419,complaint:JZ2021031400419,包含事件,event:空白
JZ2021031400419,complaint:JZ2021031400419,包含风险,risk:影响日常生活
JZ2021031400419,event:空白,触发风险,risk:影响日常生活
JZ2021020100320,complaint:JZ2021020100320,包含实体,entity:排水沟
JZ2021020100320,complaint:JZ2021020100320,包含隐患,hidden:无法排水
JZ2021020100320,complaint:JZ2021020100320,包含事件,event:空白
JZ2021020100320,complaint:JZ2021020100320,包含风险,risk:影响日常生活
JZ2021020100320,complaint:JZ2021020100320,包含后果,outcome:安全隐患
JZ2021020100320,entity:排水沟,易感于,hidden:无法排水
JZ2021020100320,hidden:无法排水,导致,risk:影响日常生活
JZ2021020100320,event:空白,触发风险,risk:影响日常生活
JZ2021020100320,risk:影响日常生活,导致,outcome:安全隐患
热线-210204-013958,complaint:热线-210204-013958,包含实体,entity:道路
热线-210204-013958,complaint:热线-210204-013958,包含隐患,hidden:不开卡口不合理
热线-210204-013958,complaint:热线-210204-013958,包含事件,event:空白
热线-210204-013958,complaint:热线-210204-013958,包含风险,risk:影响出行
热线-210204-013958,complaint:热线-210204-013958,包含后果,outcome:影响环境
热线-210204-013958,entity:道路,易感于,hidden:不开卡口不合理
热线-210204-013958,hidden:不开卡口不合理,导致,risk:影响出行
热线-210204-013958,event:空白,触发风险,risk:影响出行
热线-210204-013958,risk:影响出行,导致,outcome:影响环境
热线-210204-028452,complaint:热线-210204-028452,包含隐患,hidden:存水
热线-210204-028452,complaint:热线-210204-028452,包含事件,event:空白
热线-210204-028452,complaint:热线-210204-028452,包含风险,risk:影响日常生活
热线-210204-028452,complaint:热线-210204-028452,包含后果,outcome:影响出行
热线-210204-028452,hidden:存水,导致,risk:影响日常生活
热线-210204-028452,event:空白,触发风险,risk:影响日常生活
热线-210204-028452,risk:影响日常生活,导致,outcome:影响出行
JZ2021022200319,complaint:JZ2021022200319,包含实体,entity:护板
JZ2021022200319,complaint:JZ2021022200319,包含隐患,hidden:松动
JZ2021022200319,complaint:JZ2021022200319,包含事件,event:空白
JZ2021022200319,complaint:JZ2021022200319,包含风险,risk:影响日常生活
JZ2021022200319,entity:护板,易感于,hidden:松动
JZ2021022200319,hidden:松动,导致,risk:影响日常生活
JZ2021022200319,event:空白,触发风险,risk:影响日常生活
JZ2021022800353,complaint:JZ2021022800353,包含实体,entity:道路
JZ2021022800353,complaint:JZ2021022800353,包含事件,event:空白
JZ2021022800353,complaint:JZ2021022800353,包含风险,risk:影响出行
JZ2021022800353,complaint:JZ2021022800353,包含后果,outcome:异味扰民
JZ2021022800353,event:空白,触发风险,risk:影响出行
JZ2021022800353,risk:影响出行,导致,outcome:异味扰民
JZ2021022600154,complaint:JZ2021022600154,包含实体,entity:小区
JZ2021022600154,complaint:JZ2021022600154,包含隐患,hidden:不让物流人员进
JZ2021022600154,complaint:JZ2021022600154,包含事件,event:空白
JZ2021022600154,complaint:JZ2021022600154,包含风险,risk:影响日常生活
JZ2021022600154,entity:小区,易感于,hidden:不让物流人员进
JZ2021022600154,hidden:不让物流人员进,导致,risk:影响日常生活
JZ2021022600154,event:空白,触发风险,risk:影响日常生活
热线-210224-018524,complaint:热线-210224-018524,包含实体,entity:垃圾场
热线-210224-018524,complaint:热线-210224-018524,包含隐患,hidden:违章
热线-210224-018524,complaint:热线-210224-018524,包含事件,event:空白
热线-210224-018524,complaint:热线-210224-018524,包含风险,risk:影响日常生活
热线-210224-018524,entity:垃圾场,易感于,hidden:违章
热线-210224-018524,hidden:违章,导致,risk:影响日常生活
热线-210224-018524,event:空白,触发风险,risk:影响日常生活
JZ2021022800203,complaint:JZ2021022800203,包含实体,entity:房屋
JZ2021022800203,complaint:JZ2021022800203,包含隐患,hidden:漏水
JZ2021022800203,complaint:JZ2021022800203,包含事件,event:空白
JZ2021022800203,complaint:JZ2021022800203,包含风险,risk:影响日常生活
JZ2021022800203,entity:房屋,易感于,hidden:漏水
JZ2021022800203,hidden:漏水,导致,risk:影响日常生活
JZ2021022800203,event:空白,触发风险,risk:影响日常生活
热线-210225-015291,complaint:热线-210225-015291,包含实体,entity:下水道
热线-210225-015291,complaint:热线-210225-015291,包含隐患,hidden:反味
热线-210225-015291,complaint:热线-210225-015291,包含事件,event:空白
热线-210225-015291,complaint:热线-210225-015291,包含风险,risk:影响日常生活
热线-210225-015291,complaint:热线-210225-015291,包含后果,outcome:影响环境
热线-210225-015291,entity:下水道,易感于,hidden:反味
热线-210225-015291,hidden:反味,导致,risk:影响日常生活
热线-210225-015291,event:空白,触发风险,risk:影响日常生活
热线-210225-015291,risk:影响日常生活,导致,outcome:影响环境
热线-210330-005350,complaint:热线-210330-005350,包含实体,entity:自来水管
热线-210330-005350,complaint:热线-210330-005350,包含隐患,hidden:冒水
热线-210330-005350,complaint:热线-210330-005350,包含事件,event:空白
热线-210330-005350,complaint:热线-210330-005350,包含风险,risk:影响日常生活
热线-210330-005350,entity:自来水管,易感于,hidden:冒水
热线-210330-005350,hidden:冒水,导致,risk:影响日常生活
热线-210330-005350,event:空白,触发风险,risk:影响日常生活
JZ2021031400140,complaint:JZ2021031400140,包含实体,entity:道路
JZ2021031400140,complaint:JZ2021031400140,包含隐患,hidden:拥堵
JZ2021031400140,complaint:JZ2021031400140,包含事件,event:空白
JZ2021031400140,complaint:JZ2021031400140,包含风险,risk:影响出行
JZ2021031400140,complaint:JZ2021031400140,包含后果,outcome:扰民
JZ2021031400140,entity:道路,易感于,hidden:拥堵
JZ2021031400140,hidden:拥堵,导致,risk:影响出行
JZ2021031400140,event:空白,触发风险,risk:影响出行
JZ2021031400140,risk:影响出行,导致,outcome:扰民
JZ2021030600190,complaint:JZ2021030600190,包含实体,entity:电路
JZ2021030600190,complaint:JZ2021030600190,包含隐患,hidden:停电
JZ2021030600190,complaint:JZ2021030600190,包含事件,event:空白
JZ2021030600190,complaint:JZ2021030600190,包含风险,risk:影响日常生活
JZ2021030600190,entity:电路,易感于,hidden:停电
JZ2021030600190,hidden:停电,导致,risk:影响日常生活
JZ2021030600190,event:空白,触发风险,risk:影响日常生活
JZ2021030600355,complaint:JZ2021030600355,包含实体,entity:障碍物
JZ2021030600355,complaint:JZ2021030600355,包含事件,event:空白
JZ2021030600355,complaint:JZ2021030600355,包含风险,risk:影响出行
JZ2021030600355,event:空白,触发风险,risk:影响出行
JZ2021030100039,complaint:JZ2021030100039,包含实体,entity:垃圾
JZ2021030100039,complaint:JZ2021030100039,包含隐患,hidden:未清理
JZ2021030100039,complaint:JZ2021030100039,包含事件,event:空白
JZ2021030100039,complaint:JZ2021030100039,包含风险,risk:影响日常生活
JZ2021030100039,complaint:JZ2021030100039,包含后果,outcome:影响出行
JZ2021030100039,entity:垃圾,易感于,hidden:未清理
JZ2021030100039,hidden:未清理,导致,risk:影响日常生活
JZ2021030100039,event:空白,触发风险,risk:影响日常生活
JZ2021030100039,risk:影响日常生活,导致,outcome:影响出行
热线-210304-034932,complaint:热线-210304-034932,包含实体,entity:铁栅栏
热线-210304-034932,complaint:热线-210304-034932,包含隐患,hidden:无人维修
热线-210304-034932,complaint:热线-210304-034932,包含事件,event:空白
热线-210304-034932,complaint:热线-210304-034932,包含风险,risk:影响出行
热线-210304-034932,complaint:热线-210304-034932,包含后果,outcome:存在异味
热线-210304-034932,entity:铁栅栏,易感于,hidden:无人维修
热线-210304-034932,hidden:无人维修,导致,risk:影响出行
热线-210304-034932,event:空白,触发风险,risk:影响出行
热线-210304-034932,risk:影响出行,导致,outcome:存在异味
JZ2021030100713,complaint:JZ2021030100713,包含实体,entity:写字楼
JZ2021030100713,complaint:JZ2021030100713,包含隐患,hidden:断电
JZ2021030100713,complaint:JZ2021030100713,包含事件,event:空白
JZ2021030100713,complaint:JZ2021030100713,包含风险,risk:影响日常生活
JZ2021030100713,entity:写字楼,易感于,hidden:断电
JZ2021030100713,hidden:断电,导致,risk:影响日常生活
JZ2021030100713,event:空白,触发风险,risk:影响日常生活
JZ2021030400482,complaint:JZ2021030400482,包含实体,entity:大厦
JZ2021030400482,complaint:JZ2021030400482,包含隐患,hidden:停电
JZ2021030400482,complaint:JZ2021030400482,包含事件,event:空白
JZ2021030400482,complaint:JZ2021030400482,包含风险,risk:影响日常生活
JZ2021030400482,entity:大厦,易感于,hidden:停电
JZ2021030400482,hidden:停电,导致,risk:影响日常生活
JZ2021030400482,event:空白,触发风险,risk:影响日常生活
JZ2021030400522,complaint:JZ2021030400522,包含实体,entity:物业
JZ2021030400522,complaint:JZ2021030400522,包含事件,event:空白
JZ2021030400522,complaint:JZ2021030400522,包含风险,risk:影响日常生活
JZ2021030400522,event:空白,触发风险,risk:影响日常生活
JZ2021030400528,complaint:JZ2021030400528,包含实体,entity:道路
JZ2021030400528,complaint:JZ2021030400528,包含隐患,hidden:堵车
JZ2021030400528,complaint:JZ2021030400528,包含事件,event:空白
JZ2021030400528,complaint:JZ2021030400528,包含风险,risk:影响出行
JZ2021030400528,complaint:JZ2021030400528,包含后果,outcome:出行不便
JZ2021030400528,entity:道路,易感于,hidden:堵车
JZ2021030400528,hidden:堵车,导致,risk:影响出行
JZ2021030400528,event:空白,触发风险,risk:影响出行
JZ2021030400528,risk:影响出行,导致,outcome:出行不便
JZ2021030400747,complaint:JZ2021030400747,包含实体,entity:建筑
JZ2021030400747,complaint:JZ2021030400747,包含隐患,hidden:违章建筑
JZ2021030400747,complaint:JZ2021030400747,包含事件,event:空白
JZ2021030400747,complaint:JZ2021030400747,包含风险,risk:易发生冲突
JZ2021030400747,entity:建筑,易感于,hidden:违章建筑
JZ2021030400747,hidden:违章建筑,导致,risk:易发生冲突
JZ2021030400747,event:空白,触发风险,risk:易发生冲突
JZ2021030800325,complaint:JZ2021030800325,包含实体,entity:建筑
JZ2021030800325,complaint:JZ2021030800325,包含隐患,hidden:违章建筑
JZ2021030800325,complaint:JZ2021030800325,包含事件,event:空白
